state,county,total_cost,cost_of_living_ranking,geometry
PA,Northumberland,20913.847654,0.9115140423035832,POINT (-76.7953727 40.8885834)
MO,Reynolds,20860.887416,0.913022867651587,POINT (-91.0734602 37.4008805)
NE,Polk,24692.19925,0.8038696495099744,POINT (-97.7839306 41.0766714)
NY,Albany,27861.515698000003,0.7135765320094933,POINT (-73.754968 42.6511674)
NC,Buncombe,28508.459038,0.6951452607959054,POINT (-78.6631185 35.8319402)
OH,Fulton,21047.326124,0.9077112705156478,POINT (-82.8287896 40.4625607)
OK,Cherokee,21965.19623,0.8815613562704054,POINT (-98.3567403 36.7544746)
OK,Grady,22130.422144,0.8768541068960675,POINT (-97.6655824 34.0203753)
TX,DeWitt,20174.771594,0.9325701541252618,POINT (-97.3669767 29.0641394)
VA,Rockbridge,21860.30596,0.884549656627646,POINT (-79.4068338 37.898921)
MO,Madison,20893.581512,0.91209142016121,POINT (-92.2098988 39.4736487)
OH,Madison,22440.38884,0.868023224981191,POINT (-81.0498131 41.7712388)
OK,Latimer,22069.73726,0.8785830056827357,POINT (-95.3249838 34.9230094)
OK,Muskogee,21234.697546,0.9023731005662398,POINT (-95.3696909 35.7478769)
SC,Horry,20782.686822,0.915250785102716,POINT (-79.1341782 33.9368081)
TX,Coleman,19472.81068,0.952568863729834,POINT (-99.4244712 31.8310249)
TX,Harrison,19934.334748,0.9394201461483124,POINT (-96.9988843 31.5226683)
MO,Platte,25093.230242,0.7924443661480555,POINT (-94.7795799 39.3671841)
NC,Madison,25155.686754,0.7906649940754924,POINT (-79.9594689 36.385422)
OH,Clark,20184.042494,0.9323060282556082,POINT (-81.9023614 40.4489547)
OH,Harrison,20235.335832,0.9308446925161782,POINT (-84.8184758 39.2619989)
PA,Huntingdon,21233.527206,0.9024064432913572,POINT (-78.0102813 40.4847959)
NC,Jones,22392.497624000003,0.8693876350249584,POINT (-76.689095 35.2898918)
SC,Clarendon,18040.406022000003,0.993377752401916,POINT (-82.6279108 34.5498302)
TN,Lauderdale,18115.205098,0.9912467434386244,POINT (-90.04648 35.1506454)
TX,Kleberg,20493.5305,0.9234887841118804,POINT (-96.6158262 32.6715211)
MT,Sweet Grass,23174.182332000004,0.8471176123415772,POINT (-111.9625745 48.9970672)
NM,Los Alamos,25163.79518,0.7904339868303736,POINT (-106.298959 35.88137)
OK,Custer,22137.961018,0.8766393260601769,POINT (-98.8831418 35.6650491)
PA,Montgomery,28965.029832,0.6821376608839609,POINT (-76.8769076 41.1703592)
SD,Charles Mix,21684.961452,0.8895451824843017,POINT (-98.8426848 43.3786025)
WI,Pepin,23699.070998000003,0.832163651520241,POINT (-92.14795 44.4410785)
WI,Winnebago,21766.479436,0.8872227533332588,POINT (-88.5251126 44.0758178)
MO,McDonald,20535.435022,0.9222949336425988,POINT (-103.317211 33.1406614)
OK,Okfuskee,22829.269834,0.8569440923476844,POINT (-96.2283357 35.5953676)
PA,Erie,20929.284078000004,0.911074262032699,POINT (-80.0852695 42.1294712)
SC,Greenville,21799.3531,0.8862861899906818,POINT (-82.3984882 34.851354)
TX,Palo Pinto,19921.231358,0.9397934588017935,POINT (-98.2993631 32.7668959)
NJ,Mercer,27805.912586,0.7151606522472742,POINT (-74.6848812 40.3042745)
ND,Bowman,21243.279692,0.9021285971441616,POINT (-103.3949061 46.1830618)
OH,Clermont,22065.385416,0.8787069887459871,POINT (-84.1968655 39.0327039)
PA,Jefferson,20162.187556,0.9329286705562988,POINT (-76.8417166 39.817332)
PA,Schuylkill,21337.160018,0.8994539676315895,POINT (-75.1871235 39.942335)
TX,Grimes,20277.79002,0.9296351821853652,POINT (-100.178711 32.4590098)
WV,Wayne,25191.593994000003,0.7896420048304504,POINT (-82.4423747 38.2214748)
WI,Buffalo,22971.083104,0.8529038639699478,POINT (-91.6035209 44.0835693)
NC,Chowan,22500.035058,0.8663239175567992,POINT (-76.6677262 36.266545)
OH,Tuscarawas,20927.3333,0.9111298392620674,POINT (-81.4070577 40.3947887)
TX,Floyd,20143.50176800001,0.9334610244815552,POINT (-96.244978 33.148727)
WV,Mingo,24645.821538,0.8051909401629359,POINT (-80.0542344 38.4987251)
MO,Webster,20122.850268,0.9340493811025038,POINT (-90.3564329 38.592339)
NY,Allegany,22197.173358000004,0.874952379723066,POINT (-78.4943858 42.0900239)
NY,Chautauqua,21350.9115,0.8990621909818279,POINT (-79.4663814 42.209633)
NC,Craven,24822.239664,0.8001648271693328,POINT (-80.3317223 35.6284724)
ND,Logan,21359.910118,0.8988058223655199,POINT (-101.1537688 48.1483433)
PA,Cameron,20521.067536,0.92270426010869,POINT (-76.7074606 40.9342528)
WY,Platte,24975.775174,0.795790634793032,POINT (-106.8066068 41.4527564)
NY,Schuyler,23091.894754,0.8494619670537338,POINT (-75.098056 43.096111)
ND,Benson,20996.347834,0.9091636306079474,POINT (-98.2014877 46.4858059)
OK,Adair,21835.90959,0.8852447037581984,POINT (-95.2713584 36.4367575)
OK,Mayes,23257.220546000004,0.8447518721774911,POINT (-95.3240152 36.2391627)
OK,Okmulgee,21608.85259,0.8917135069580948,POINT (-95.9719711 35.6230879)
TX,Victoria,22144.060226,0.8764655609869695,POINT (-97.0064246 28.7997547)
WI,Marathon,22454.971852,0.8676077582275136,POINT (-89.7782255 44.9034972)
SC,Orangeburg,17855.98319,0.9986319176810114,POINT (-80.8556476 33.4918203)
TX,Hidalgo,18171.354528000003,0.9896470587230844,POINT (-98.2577597 26.1019892)
VA,Madison,23322.689982,0.8428866625733293,POINT (-78.2576804 38.3799863)
VA,Pulaski,22444.510086,0.8679058116034385,POINT (-80.7797935 37.0478983)
WV,Brooke,22713.593348,0.8602396895888599,POINT (-77.8502729 39.2867681)
TX,Fayette,20715.785682,0.9171567836339602,POINT (-96.7501847 29.9111941)
TX,Wharton,19604.746402,0.9488100444877308,POINT (-96.0982384 29.3124797)
TX,Wichita,21331.957808,0.8996021774321882,POINT (-98.5020777 33.9004572)
WV,Morgan,24125.225638000004,0.8200226010400413,POINT (-81.7631871 39.0261904)
ND,McKenzie,23872.624538,0.8272191499417592,POINT (-100.413449 46.824158)
OK,Haskell,22140.327790000003,0.8765718972546916,POINT (-95.674149 35.8203784)
TX,Dickens,20396.662726,0.9262485253505036,POINT (-100.836521 33.6217516)
TX,Stephens,19877.38748,0.9410425610902156,POINT (-97.3967152 32.3481123)
TX,Yoakum,19945.615378,0.9390987635199816,POINT (-97.1492978 29.289352)
MO,Worth,21418.264378000003,0.8971433225358929,POINT (-94.4441257 40.4049921)
NV,Lander,24907.404834,0.7977384905040209,POINT (-116.7062501 40.3330595)
NY,Dutchess,32564.547620000005,0.579588203324412,POINT (-73.9787503 41.4745382)
OH,Defiance,19714.008766000003,0.9456971841492632,POINT (-84.3557802 41.2844933)
OR,Grant,24009.062256,0.8233320698394723,POINT (-123.0281746 44.9522485)
SD,Tripp,21920.935666,0.8828223298498695,POINT (-97.965905 43.225546)
TN,Johnson,19184.567304000004,0.9607808531114332,POINT (-84.5624337 35.6722958)
TX,Llano,19784.748252,0.9436818319980598,POINT (-98.6754992 30.752919)
VA,Spotsylvania,30628.41663000001,0.6347481426503545,POINT (-77.5891622 38.2010057)
WI,Taylor,23412.231348,0.8403356490617271,POINT (-91.1236072 44.3217773)
NC,Bladen,21355.190130000003,0.8989402937690787,POINT (-78.4750062 34.537393)
OH,Huron,19132.836442,0.9622546538118696,POINT (-82.5576614 41.3917588)
PA,York,24652.476604,0.8050013388195009,POINT (-76.7276989 39.962493)
TN,Sumner,24319.839674000003,0.8144780906359509,POINT (-122.2312383 47.2061882)
WI,Shawano,21411.416144000003,0.8973384271924895,POINT (-88.6089917 44.7822064)
MO,Scotland,22098.637408,0.8777596469232178,POINT (-94.3771668 37.0831162)
NE,Sarpy,25963.391176,0.7676536755536935,POINT (-96.1337867 41.1225098)
NM,Colfax,20966.260222,0.9100208199515168,POINT (-104.7383283 36.5967008)
NY,Genesee,22568.795448,0.8643649494084571,POINT (-78.2481994 42.0470457)
NC,Onslow,23168.999864,0.847265259697007,POINT (-77.5074674 34.4479452)
OH,Erie,19860.122828000003,0.9415344271683488,POINT (-80.652812 41.0854133)
PA,Indiana,21003.793576,0.9089515030819288,POINT (-79.1533097 40.622825)
TX,Zapata,18506.373056,0.9801024557117218,POINT (-99.269344 26.9113353)
VA,Warren,24782.97988,0.801283329643894,POINT (-78.557789 37.7659764)
WV,Braxton,23747.908700000004,0.8307722763018015,POINT (-80.7292649 38.7895409)
MT,Wibaux,25522.686526,0.780209252567964,POINT (-104.188269 46.985014)
NE,Kimball,24650.809002,0.8050488484278977,POINT (-103.6629577 41.2371713)
NC,Henderson,26916.985198,0.74048599492321,POINT (-78.4027265 36.3273648)
WA,Skagit,25747.300232,0.7738100582682358,POINT (-122.3629364 48.383437)
NE,Dodge,22227.305952,0.8740939088523667,POINT (-96.8828111 41.7211147)
NY,Jefferson,26077.500130000004,0.7644027369489729,POINT (-74.6104276 42.4811884)
TN,Cheatham,24184.848154,0.818323968880334,POINT (-85.2755121 35.0122969)
TX,Fisher,19981.749948,0.938069297694031,POINT (-100.3898295 32.7937187)
OH,Noble,20311.217106,0.9286828519736564,POINT (-84.3997529 41.309646)
RI,Newport,29484.13236,0.6673485458414792,POINT (-71.3137707 41.4899827)
TN,Grainger,19315.97909,0.9570369606889098,POINT (-83.4083698 36.3161197)
TN,Hawkins,19638.314868,0.9478536863914098,POINT (-90.137685 35.0840313)
TX,Erath,20558.780338,0.921629830805675,POINT (-97.2636196 31.6332194)
TX,Willacy,18703.022834,0.9744999474728862,POINT (-97.7991628 26.5172887)
WY,Washakie,24923.993618,0.7972658797542022,POINT (-108.8811789 43.0039242)
MT,Hill,22625.426202,0.8627515518796967,POINT (-111.1608133 48.7849974)
NE,Garfield,24581.816446,0.8070144309337082,POINT (-96.6939133 40.7868344)
NJ,Camden,25098.595492,0.7922915113742839,POINT (-75.1198911 39.9448402)
PA,Susquehanna,22066.491072000004,0.8786754888535776,POINT (-75.6041902 41.9439867)
TX,Denton,25092.467662,0.7924660918818764,POINT (-97.1330516 33.2150386)
UT,Beaver,22736.855395999995,0.8595769590386522,POINT (-112.640278 38.2765305)
VA,Albemarle,28487.087428,0.6957541331898636,POINT (-76.2372684 36.7177596)
NE,Pierce,24174.661452,0.8186141857443548,POINT (-97.5271491 42.1990988)
PA,Lawrence,19868.28485,0.9413018929851648,POINT (-80.1206111 40.3061809)
WI,Adams,21680.706648,0.889666400899634,POINT (-89.8175453 43.9559368)
MT,Chouteau,22404.464966000003,0.8690466881251762,POINT (-110.6577681 47.8296246)
NE,Platte,24567.675440000003,0.8074173050352005,POINT (-100.7654232 41.1238873)
TX,Bosque,19390.421688,0.9549161077041924,POINT (-97.6039096 31.8548776)
MT,Fallon,23720.07177,0.8315653442180487,POINT (-105.1252167 46.835742)
NE,Grant,25080.95335,0.7927941320581766,POINT (-101.7251373 40.8419932)
SC,Spartanburg,20291.71502,0.9292384620465516,POINT (-81.9320157 34.9498007)
VA,Charlotte,20816.0161,0.9143012414190744,POINT (-78.638334 37.0565362)
NE,Dakota,24744.29182,0.8023855438294324,POINT (-96.41853 42.4153516)
TX,Taylor,21794.512162000003,0.8864241072327174,POINT (-97.4141053 30.5728854)
TX,Webb,19571.866482,0.9497467860623502,POINT (-97.074175 32.6326345)
NE,Sioux,25257.819410000004,0.7877552575249929,POINT (-96.4135909 42.4742963)
NC,Wilson,21531.941364,0.8939046906029802,POINT (-77.9115243 35.7241718)
ND,LaMoure,21340.919166,0.8993468703449554,POINT (-98.294543 46.357192)
SC,Chester,19608.250216,0.9487102216097087,POINT (-81.2142561 34.7048613)
TX,Cochran,19910.715154,0.9400930631041756,POINT (-96.1294045 30.0288326)
TX,Reeves,20091.672994,0.934937614672996,POINT (-99.38557 32.3946287)
TX,Roberts,22159.1835,0.87603470228962,POINT (-102.6436127 32.679101)
TX,Starr,17807.963076,1.0,POINT (-98.1922329 26.1622972)
MT,Lake,22847.529072,0.8564238907366261,POINT (-111.099306 45.7318841)
NE,Nemaha,22324.244476000003,0.8713321519620509,POINT (-95.672981 40.337744)
NM,Lincoln,21642.443312000003,0.890756514793306,POINT (-105.3838546 33.4919917)
OH,Washington,20200.776466,0.931829281132108,POINT (-83.4390843 39.5364511)
OR,Sherman,25743.764830000004,0.7739107810813202,POINT (-121.6432333 44.4600866)
TX,Lipscomb,21044.247820000004,0.9077989707088392,POINT (-100.2755284 36.2312655)
TX,Nueces,22036.9386,0.8795174321781105,POINT (-97.4619374 27.8141925)
VT,Rutland,24683.445188000005,0.8041190507804821,POINT (-72.9724768 43.6084792)
WV,Pleasants,22805.003902,0.8576354233287601,POINT (-81.1803905 39.3239652)
MT,Custer,23284.512146,0.8439743405911042,POINT (-107.5545371 46.1285834)
NV,Douglas,25692.924834,0.7753592012084581,POINT (-115.1444637 38.8543857)
NY,Cortland,23144.634702000003,0.8479594177186118,POINT (-76.1804843 42.6011813)
TN,Unicoi,19547.4604,0.9504421098856128,POINT (-82.3495818 36.1953862)
TX,Sherman,20219.3763,0.9312993760171072,POINT (-96.6089146 33.6398609)
WA,Snohomish,30770.02547,0.6307137384376434,POINT (-122.0955144 47.9113592)
WY,Albany,25408.369336,0.7834661237697995,POINT (-106.131956 41.1841402)
NC,Pasquotank,22618.361936,0.8629528112397065,POINT (-76.3385487 36.2673789)
ND,Dunn,24294.343948,0.8152044581733203,POINT (-102.620462 47.353624)
OH,Clinton,19297.67619,0.9575584062205929,POINT (-81.6304022 40.9267224)
OK,Le Flore,21932.973398,0.8824793775547141,POINT (-94.9753086 34.8989675)
PA,Monroe,25515.876832,0.7804032592285712,POINT (-76.4750527 41.7130118)
TX,Wise,23871.789704000003,0.8272429341758968,POINT (-96.035248 32.5134708)
VA,Amherst,21897.489782,0.8834902978466439,POINT (-79.0514134 37.5851412)
VA,Wise,20592.512238000003,0.9206688165112088,POINT (-82.5757108 36.9759345)
WI,Sheboygan,22075.621736,0.878415358276232,POINT (-87.71453 43.7508284)
MT,Yellowstone,23444.578394,0.8394140889483105,POINT (-111.1012064 44.6632056)
OK,Canadian,24457.04789,0.8105690592177922,POINT (-95.6552659 35.1773202)
OK,Stephens,22085.837734,0.8781243067757166,POINT (-94.7002171 34.1573298)
TN,Sevier,20394.559760000004,0.9263084383819894,POINT (-83.8154593 36.0400839)
TX,Lubbock,21165.625584,0.9043409453312492,POINT (-101.8470215 33.5855677)
TX,Parker,24738.51592,0.8025500979299547,POINT (-96.6220692 33.0555687)
VA,Caroline,26835.722832,0.7428011415745441,POINT (-77.5142047 37.9869876)
VA,Giles,22716.698316,0.8601512297442658,POINT (-81.4473359 38.1342717)
MO,St. Clair,19514.393686,0.9513841731795576,POINT (-90.9809549 38.345274)
NY,Broome,24731.716188,0.8027438207754077,POINT (-74.307222 42.509167)
OK,Payne,22609.4029,0.863208052173678,POINT (-97.5300307 34.9061837)
OR,Hood River,27944.086846,0.7112240984513933,POINT (-121.512372 45.7087902)
SD,Custer,25601.455158,0.7779651518411286,POINT (-103.598806 43.766651)
VA,Middlesex,23335.890826,0.8425105734771616,POINT (-75.8368758 37.5792995)
NE,Red Willow,23982.082158,0.8241007268034766,POINT (-100.4980684 40.2275443)
NY,Chenango,21844.03132,0.885013317485092,POINT (-75.8979428 42.197622)
ND,Renville,21123.79186,0.905532778781329,POINT (-101.299206 48.7627549)
OH,Vinton,20632.242188,0.9195369191123544,POINT (-82.3415421 38.9764655)
OK,Atoka,22029.757514,0.8797220197138198,POINT (-96.1289831 34.383855)
PA,Snyder,21822.668406,0.8856219421319531,POINT (-79.2847586 40.4467347)
SD,Hanson,22514.202606,0.865920287279657,POINT (-98.1654587 45.3710464)
TN,Dyer,18982.97437,0.9665241907602866,POINT (-88.9939549 36.0667348)
VA,Wythe,20636.094494,0.919427167775114,POINT (-76.3777868 37.0032372)
WA,Columbia,23318.956534,0.8429930276727053,POINT (-122.4955676 48.7634115)
NM,Taos,23179.711093999995,0.8469600991474585,POINT (-105.573284 36.4072377)
OH,Medina,22307.059718,0.8718217418779745,POINT (-81.8637474 41.1383878)
TX,Williamson,27054.169764,0.7365776372882673,POINT (-97.8243302 30.2242983)
NC,Harnett,22581.902298000005,0.8639915381803487,POINT (-78.7922429 35.3454392)
SC,Jasper,21815.082236,0.8858380704203166,POINT (-79.9432627 32.7758279)
TN,Benton,19036.85372,0.964989180116755,POINT (-84.6535468 35.1742411)
TX,King,21165.0961,0.9043560302121092,POINT (-97.9147484 31.3796092)
VA,Buckingham,22633.167982000003,0.8625309902972002,POINT (-78.5555608 37.5501459)
WI,Bayfield,22820.592066000005,0.8571913200191781,POINT (-90.8158607 46.8109833)
MT,Carter,23301.653254,0.8434859942539283,POINT (-110.957113 47.781697)
OH,Lawrence,20886.40603,0.9122958480402114,POINT (-82.6734967 38.645079)
TN,Rutherford,24473.021434,0.8101139765181138,POINT (-88.9858988 36.1275674)
WI,Kenosha,24872.362264,0.7987368454939512,POINT (-87.8212263 42.5846773)
NY,Hamilton,24922.728104,0.7973019339653152,POINT (-75.5444159 42.8268798)
NY,Livingston,25078.976149999995,0.7928504620444218,POINT (-73.777905 42.1420336)
NC,Ashe,21425.806048,0.8969284620425871,POINT (-80.6332489 35.0726511)
PA,Franklin,23784.070020000003,0.8297420483743275,POINT (-79.831444 41.397836)
TN,Bradley,20822.227168,0.9141242894794592,POINT (-82.6344746 36.5537532)
VT,Grand Isle,30003.663814000007,0.6525472107930901,POINT (-73.2931129 44.722515)
WI,Rusk,23432.08174,0.8397701158287114,POINT (-91.479914 45.337718)
OH,Hocking,21053.209106,0.9075436656728704,POINT (-82.2657052 39.3678487)
TN,Giles,19899.638198,0.940408643105752,POINT (-90.0431458 35.3245306)
TN,Obion,18809.200138,0.9714749798045405,POINT (-89.1917353 36.2589567)
VT,Bennington,24567.697048,0.8074166894281083,POINT (-73.1968205 42.8788667)
VT,Washington,26598.764828000003,0.7495520221662733,POINT (-72.4326141 44.1058361)
WA,Cowlitz,23545.75143,0.8365316917572087,POINT (-122.8426166 46.4587191)
MT,Missoula,24469.506456,0.8102141174560015,POINT (-113.995267 46.8701049)
NC,Vance,20188.03627,0.9321922464696756,POINT (-78.9419798 35.0905575)
OH,Union,24096.053804000003,0.820853700072998,POINT (-84.3040215 39.9122954)
TN,Jackson,19116.69112,0.9627146304283888,POINT (-88.8177418 35.6144446)
UT,Piute,23359.940044,0.8418254166295269,POINT (-110.4245895 37.2447005)
MO,Oregon,20946.422636,0.9105859883444534,POINT (-95.1449753 39.9869407)
NE,Keith,24402.074120000005,0.8121352496426033,POINT (-100.5640286 41.0905573)
NJ,Bergen,31724.47524,0.6035216777378352,POINT (-74.012084 40.8042674)
RI,Washington,26151.58843,0.7622919778351167,POINT (-71.5667291 41.6884336)
TX,Bexar,21012.0475,0.908716350631298,POINT (-98.4234565 29.3246757)
WI,Sawyer,22578.848918,0.8640785282943488,POINT (-87.8815038 43.0577105)
MO,Livingston,19532.452348000003,0.9508696859339256,POINT (-93.81077 38.407798)
MO,Warren,21916.875586,0.8829380006219479,POINT (-91.7565514 39.7736535)
TX,Upton,19993.269422,0.937741110453504,POINT (-97.2641571 30.0113316)
NC,Columbus,20490.06879,0.9235874074563496,POINT (-82.1970584 35.2531698)
NC,Stokes,20651.066898,0.9190006073303564,POINT (-77.2646852 35.7165488)
NC,Surry,20180.517856,0.9324064444047376,POINT (-78.7810393 35.6854572)
OH,Jefferson,20310.049418,0.928716119143886,POINT (-80.7694443 41.7383614)
PA,Wyoming,22769.50661600001,0.8586467330759353,POINT (-75.8374174 41.3117471)
TN,Gibson,19102.142278000003,0.9631291236864004,POINT (-88.846728 35.8753458)
TN,Polk,20357.929666000004,0.9273520215759878,POINT (-89.1178448 36.3081218)
TX,Brooks,18678.380244,0.975202009356227,POINT (-98.4433576 29.34514)
WI,Clark,23392.974496,0.8408842724727539,POINT (-90.6590413 45.0278162)
WI,Portage,22363.628622000004,0.8702101064418952,POINT (-89.461334 43.539494)
NE,Morrill,25025.314256,0.7943792774150982,POINT (-103.92621 41.9634174)
PA,Cumberland,24521.49647,0.8087329335729858,POINT (-88.2216047 30.6352773)
PA,Northampton,26027.652940000004,0.7658228722549878,POINT (-75.0020315 40.209433)
TN,Smith,20068.524242000003,0.9355971174454768,POINT (-88.539775 35.8092329)
TX,Aransas,21445.037674,0.8963805573146642,POINT (-97.1503865 27.909666)
TX,Lamb,19816.419186,0.9427795341644634,POINT (-102.3850938 31.8762254)
TX,Panola,20059.616752,0.9358508898454252,POINT (-94.0912991 32.3579347)
TX,Potter,20706.157738,0.9174310816074014,POINT (-95.5784086 33.6775751)
TX,Fort Bend,26282.630758000003,0.7585586111884671,POINT (-95.4920054 29.5983495)
VT,Essex,23812.287446,0.8289381402120528,POINT (-73.0622703 44.5230418)
NY,Kings,35665.66332,0.4912381098967311,POINT (-73.8542895 43.1509069)
NY,Montgomery,22962.85195,0.853138367708366,POINT (-74.236816 41.5275938)
ND,Grand Forks,24943.53392,0.796709180916005,POINT (-97.0306325 47.9252104)
OR,Wasco,27607.772858,0.7208056088287186,POINT (-120.698155 45.5917107)
TN,Tipton,20581.206462,0.9209909155434612,POINT (-89.8198058 35.4136951)
NY,Oswego,23920.859000000004,0.8258449608961411,POINT (-76.5094143 43.4548063)
TX,Cherokee,19613.741214,0.9485537843035124,POINT (-98.7088377 30.9809367)
WI,Rock,22102.93993,0.8776370690327266,POINT (-89.1036638 42.628104)
NE,Hitchcock,24664.736364,0.804652060996232,POINT (-96.6985735 40.8184143)
NV,Lyon,23237.77557,0.8453058551992467,POINT (-119.8340544 39.5263683)
SD,Mellette,23581.0028,0.8355273881019294,POINT (-98.497594 45.15442)
WA,Pierce,27217.033014,0.7319376996834126,POINT (-119.4521747 46.6343532)
WV,Hardy,23084.227934,0.8496803930425781,POINT (-81.0275871 37.3103969)
NM,Curry,21857.941344,0.8846170240091727,POINT (-106.7813172 32.3271493)
NC,Granville,21786.801924,0.8866437701906812,POINT (-81.4120342 35.8098538)
TX,Tarrant,23089.348456,0.8495345105148484,POINT (-97.0772316 32.8167956)
VA,Dinwiddie,25534.17985,0.7798818103350945,POINT (-77.586655 37.0779278)
WI,Langlade,21867.103326,0.8843560011890043,POINT (-88.8653692 45.2854995)
OR,Umatilla,24078.51393,0.82135340716442,POINT (-119.342517 45.9173549)
SC,Georgetown,20349.557496,0.9275905428287398,POINT (-79.2944965 33.376834)
TX,Rusk,19848.673692000004,0.9418606104949708,POINT (-95.1502214 31.7960064)
WA,Garfield,20556.533346,0.921693847105722,POINT (-117.141007 47.0079487)
TX,Ector,23139.243752,0.8481130046796415,POINT (-96.2731254 33.5772527)
VT,Orleans,23711.70656,0.8318036671819555,POINT (-72.2022384 44.8113611)
VA,Greensville,22240.468622000004,0.8737189073249301,POINT (-77.6529386 36.7189361)
MO,Shelby,20570.236617999995,0.9213034439480892,POINT (-91.5223629 36.5036734)
MO,Washington,19105.132022,0.9630439465478228,POINT (-91.0120878 38.5581072)
MT,Lincoln,22804.424246,0.8576519375986905,POINT (-112.699302 46.944674)
NJ,Middlesex,29449.5858,0.6683327696173305,POINT (-74.494037 40.5734911)
NC,Pamlico,23697.051854,0.8322211764816747,POINT (-76.634929 35.0848861)
SC,Cherokee,18371.703328,0.9839391661739212,POINT (-81.8909376 35.0498442)
TX,Reagan,21212.594374,0.903002814998129,POINT (-96.7828793 31.2183272)
TX,Smith,22727.256634,0.8598504256234331,POINT (-97.3513926 31.055458)
NY,Wayne,24804.77504,0.8006623904050674,POINT (-77.1055262 42.4709046)
NY,Westchester,37612.50098,0.4357731399346212,POINT (-73.7591951 41.0310108)
ND,Pembina,21701.845412,0.8890641622361923,POINT (-97.248351 48.96913)
ND,Rolette,20782.370944,0.915259784396361,POINT (-99.841533 48.660833)
SC,McCormick,18465.564250000003,0.9812650894769734,POINT (-82.2938978 33.9125916)
SC,Saluda,20085.921464,0.9351014744776632,POINT (-81.7720522 34.0015232)
TN,Fayette,19989.548956,0.9378471056986007,POINT (-89.2095117 35.3661933)
TN,Hancock,19240.407506,0.9591899782325242,POINT (-88.3111549 36.2836689)
TX,Edwards,19869.892176,0.9412561006265407,POINT (-102.0711239 32.0079237)
TX,Guadalupe,23853.30612,0.8277695273543707,POINT (-96.9227631 28.7519366)
TX,Stonewall,20452.989517999995,0.9246437876312108,POINT (-98.6646189 30.2359344)
UT,Emery,22794.236752000004,0.8579421770266145,POINT (-111.248137 38.9235316)
VA,Powhatan,25768.91887,0.7731941481017498,POINT (-77.9190619 37.5420237)
MT,Phillips,22194.759836,0.8750211404256062,POINT (-108.4896141 45.7804182)
NE,Lancaster,23534.273482,0.8368586959312735,POINT (-96.7262306 40.8208568)
NE,Loup,25079.055534,0.792848200411998,POINT (-98.9672163 41.2746964)
NY,Bronx,31758.980950000005,0.602538617769357,POINT (-73.8785937 40.8466508)
NC,Gates,23135.208306,0.8482279736345638,POINT (-76.7691236 36.5034867)
OH,Crawford,19637.860704,0.9478666254222984,POINT (-83.3421447 40.9197777)
OH,Jackson,20470.940936000003,0.9241323557431778,POINT (-82.6365537 39.0520169)
OH,Logan,20114.563026,0.9342854827755108,POINT (-82.4084891 39.5398708)
OH,Ross,20292.33949,0.9292206710357735,POINT (-84.6507966 39.312296)
OK,Cotton,22268.157204000003,0.8729300658100585,POINT (-95.8588688 36.9709103)
TN,Blount,20968.836254,0.9099474293753854,POINT (-83.8961922 35.7813807)
VA,Fairfax city,33452.732860000004,0.5542840042791821,POINT (-77.3036133 38.847239)
NE,Saunders,24199.384832,0.8179098221719645,POINT (-98.8884195 41.586121)
NM,Quay,20077.094804,0.9353529440489708,POINT (-103.7605204 34.9339503)
NY,Tompkins,29983.96353,0.6531084674827237,POINT (-75.249444 42.118333)
SC,Laurens,19098.351294,0.9632371279735616,POINT (-82.0156362 34.4989248)
NE,Arthur,25268.468102000003,0.7874518786690919,POINT (-101.6914885 41.5706962)
NC,Iredell,24098.739658,0.8207771806926237,POINT (-78.5911234 33.9332275)
NC,McDowell,21060.140364,0.9073461956810632,POINT (-81.0030813 35.1010813)
OH,Morgan,20279.971378,0.929573035783314,POINT (-80.8595561 41.6607399)
OH,Stark,19811.056596,0.9429323131554292,POINT (-83.7374339 40.8339419)
VA,Brunswick,21014.002456,0.9086606543716428,POINT (-77.8705464 36.6476474)
WV,Hampshire,23668.21034,0.833042864771633,POINT (-79.0769751 39.4720377)
NV,Carson City,24127.646738,0.8199536244419745,POINT (-119.7670374 39.1663259)
NM,San Miguel,20812.244675999995,0.9144086884462058,POINT (-106.734999 32.1553751)
NC,Yadkin,20310.132154,0.9287137620137312,POINT (-80.3989449 35.7212499)
OK,Washington,21835.174208,0.8852656546270761,POINT (-97.4845861 35.0589697)
PA,Somerset,20694.538306,0.9177621166290152,POINT (-79.0780831 40.008411)
TN,Claiborne,18733.320374000003,0.9736367773274996,POINT (-83.578862 36.4403249)
MO,Ralls,21818.230912,0.8857483653445681,POINT (-91.401539 39.6836562)
OR,Deschutes,28773.42135,0.6875965437261056,POINT (-121.2586995 44.1569232)
SC,Calhoun,19601.261626,0.9489093249773864,POINT (-82.831532 34.6926053)
UT,Summit,29130.273980000005,0.6774298920270367,POINT (-112.9363332 37.8011751)
VA,New Kent,25472.055802,0.7816517105825783,POINT (-76.9783631 37.5178648)
VA,Chesterfield,27763.316834,0.7163741957048184,POINT (-77.5046698 37.3777927)
VA,King William,26573.052426,0.7502845627544721,POINT (-77.0135874 37.687363)
MO,Stoddard,20860.283898,0.9130400617445662,POINT (-90.0342608 36.7914424)
SC,Kershaw,20546.476914000003,0.9219803526065482,POINT (-80.5832479 34.5517286)
SD,Lyman,22041.711746,0.8793814463150085,POINT (-99.7395576 43.8811033)
