,state,county,Unemployment,countyhelper,ranking,geometry
288,WV,Wirt,6.21,WVWirt County,0.6036283767750583,POINT (-81.3558282 39.0287156)
289,GA,Johnson,2.98,GAJohnson County,0.781198466068122,POINT (-82.6374871 32.6938608)
290,TX,Somervell,3.96,TXSomervell County,0.7273227106915015,POINT (-97.7724138 32.2275813)
291,OK,Love,2.44,OKLove County,0.8108851041109286,POINT (-97.2526992 33.9852998)
292,ND,Steele,2.04,NDSteele County,0.8328752131611455,POINT (-97.7450372 47.4413054)
293,VA,Buckingham,4.1,VABuckingham County,0.7196261816989118,POINT (-78.5547172 37.5558826)
294,SD,Bennett,3.38,SDBennett County,0.7592083570179051,POINT (-101.655263 43.1854085)
295,NC,Bladen,4.53,NCBladen County,0.6959868033288737,POINT (-78.5627714 34.627971)
296,TN,Pickett,3.96,TNPickett County,0.7273227106915015,POINT (-85.0985126 36.5739954)
297,TX,San Jacinto,5.09,TXSan Jacinto County,0.6652006611442687,POINT (-95.1902362 30.5083577)
298,NE,Boyd,2.36,NEBoyd County,0.815283133785246,POINT (-98.7614212 42.916011)
299,NM,Catron,5.38,NMCatron County,0.6492578379810667,POINT (-108.3800825 33.9026943)
300,KY,Carlisle,3.85,KYCarlisle County,0.7333699965785165,POINT (-88.9636817 36.8432751)
301,OK,Alfalfa,2.05,OKAlfalfa County,0.8323254610902463,POINT (-98.3087911 36.7201825)
302,NE,Richardson,2.14,NERichardson County,0.8273776793450297,POINT (-95.7607517 40.1194651)
303,TN,Van Buren,4.41,TNVan Buren County,0.7025838543939114,POINT (-85.4450289 35.6793776)
304,TX,Garza,4.3,TXGarza County,0.70863111406668,POINT (-101.287742 33.1414018)
305,SC,Calhoun,3.63,SCCalhoun County,0.7454645421383003,POINT (-80.7603948 33.6567769)
306,AL,Clay,2.32,ALClay County,0.817482142068843,POINT (-85.819651 33.2423393)
307,OK,Greer,3.54,OKGreer County,0.7504123238835169,POINT (-99.5435856 34.9326334)
308,GA,Appling,3.72,GAAppling County,0.740516773500207,POINT (-82.2996274 31.7771435)
309,KY,Owsley,7.39,KYOwsley County,0.5387575799804525,POINT (-83.681994 37.4082295)
310,GA,Hart,3.12,GAHart County,0.7735019370755324,POINT (-82.9503277 34.3410525)
311,VA,Fairfax city,2.51,VAFairfax City,0.8070368396146338,POINT (-77.3063733 38.8462236)
312,KS,Sheridan,1.96,KSSheridan County,0.8372732297283396,POINT (-100.457645 39.3530598)
313,KY,Cumberland,3.29,KYCumberland County,0.7641561387631217,POINT (-85.3795095 36.7934611)
314,GA,Early,3.73,GAEarly County,0.7399670214293077,POINT (-84.9282058 31.3454341)
315,GA,Stephens,3.68,GAStephens County,0.7427157817838039,POINT (-83.2976462 34.55119)
316,NC,Hoke,5.17,NCHoke County,0.6608026445770745,POINT (-79.2432785 35.0271856)
317,OK,Washita,3.12,OKWashita County,0.7735019370755324,POINT (-98.9966972 35.2917033)
318,GA,Liberty,3.39,GALiberty County,0.7586586049470058,POINT (-81.483441 31.8031632)
319,NE,Franklin,2.38,NEFranklin County,0.8141836165363242,POINT (-98.9687585 40.1715234)
320,NY,Hamilton,4.47,NYHamilton County,0.6992853419685159,POINT (-74.4659275 43.6307863)
321,MI,Montmorency,8.87,MIMontmorency County,0.4573941948446224,POINT (-84.1322903 45.0192008)
322,GA,Screven,4.53,GAScreven County,0.6959868033288737,POINT (-81.6272037 32.7623379)
323,VA,Essex,3.55,VAEssex County,0.7498625718126176,POINT (-76.9326385 37.9140592)
324,IA,Emmet,2.95,IAEmmet County,0.7828477222808198,POINT (-94.6749933 43.3707528)
325,GA,Pierce,2.82,GAPierce County,0.7899945123096335,POINT (-82.2352189 31.3430068)
326,VA,Franklin city,4.25,VAFranklin City,0.7113798875282996,POINT (-79.8813093 37.0527719)
327,TX,Newton,7.32,TXNewton County,0.5426058313696241,POINT (-93.740504 30.8118989)
328,OK,Marshall,3.14,OKMarshall County,0.7724024198266106,POINT (-96.7808049 34.0497884)
329,NC,Caswell,4.21,NCCaswell County,0.7135788958118967,POINT (-79.3357315 36.4035101)
330,NE,Hooker,2.76,NEHooker County,0.793293024735029,POINT (-101.1572302 41.9078471)
331,TX,Lampasas,3.83,TXLampasas County,0.734469500720315,POINT (-98.240563 31.1761363)
332,TX,Mason,3.45,TXMason County,0.7553600925216102,POINT (-99.2233284 30.705029)
333,ID,Adams,5.57,IDAdams County,0.6388125355268576,POINT (-116.4572399 44.8677448)
334,NE,Burt,2.42,NEBurt County,0.8119846082527271,POINT (-96.3357902 41.855662)
335,CO,Grand,2.75,COGrand County,0.7938427768059283,POINT (-106.1366966 40.0990074)
336,TX,Goliad,4.58,TXGoliad County,0.6932380560815008,POINT (-97.4379552 28.6467776)
337,GA,Lincoln,3.6,GALincoln County,0.7471138114581213,POINT (-82.4508165 33.7876673)
338,OK,Grant,1.95,OKGrant County,0.8378229817992389,POINT (-97.7824914 36.7888817)
339,TX,Dallam,2.41,TXDallam County,0.8125343603236264,POINT (-102.616685 36.3127064)
340,TX,Kimble,3.49,TXKimble County,0.7531610842380132,POINT (-99.8199792 30.4744131)
341,GA,Turner,4.24,GATurner County,0.7119296527063221,POINT (-83.6214408 31.7031592)
342,GA,Elbert,3.85,GAElbert County,0.7333699965785165,POINT (-82.8408412 34.1194318)
343,TX,Hall,4.39,TXHall County,0.70368335853571,POINT (-100.6536777 34.5036637)
344,AR,Calhoun,3.22,ARCalhoun County,0.7680044032594164,POINT (-92.5143633 33.5556787)
345,VA,Poquoson city,2.52,VAPoquoson City,0.8064870875437345,POINT (-76.3921461 37.1241861)
346,TX,Kinney,4.97,TXKinney County,0.6717977122093063,POINT (-100.4165707 29.326416)
347,GA,Rabun,2.99,GARabun County,0.7806487139972228,POINT (-83.4251357 34.8796123)
348,CO,Clear Creek,3.03,COClear Creek County,0.7784497057136257,POINT (-105.6435349 39.6754591)
349,OK,Jefferson,3.21,OKJefferson County,0.7685541553303158,POINT (-97.8379641 34.1234448)
350,AR,Scott,2.89,ARScott County,0.7861462347062154,POINT (-94.0431714 34.8469384)
351,NE,Deuel,2.47,NEDeuel County,0.8092358478982309,POINT (-102.3261249 41.1097054)
352,GA,Jeff Davis,3.75,GAJeff Davis County,0.7388675172875092,POINT (-82.6800732 31.774687)
353,KS,Smith,2.09,KSSmith County,0.8301264528066492,POINT (-98.7935393 39.796749)
354,SD,Stanley,1.9,SDStanley County,0.8405717487072969,POINT (-100.802728 44.4189684)
355,GA,Miller,2.72,GAMiller County,0.795492033018626,POINT (-84.737836 31.1591063)
356,MS,Stone,4.34,MSStone County,0.7064321057830829,POINT (-89.1342764 30.7843863)
357,VT,Grand Isle,3.38,VTGrand Isle County,0.7592083570179051,POINT (-73.2930271 44.7887783)
358,IA,Audubon,2.32,IAAudubon County,0.817482142068843,POINT (-94.9106526 41.670205)
359,OK,Tillman,3.44,OKTillman County,0.7559098445925095,POINT (-98.9354765 34.3835721)
360,NE,Sioux,1.98,NESioux County,0.8361737255865411,POINT (-103.7745337 42.5055628)
361,OK,Major,2.42,OKMajor County,0.8119846082527271,POINT (-98.4995602 36.2860458)
362,ND,Logan,2.22,NDLogan County,0.8229796627778356,POINT (-99.4501721 46.4650338)
363,GA,Atkinson,2.82,GAAtkinson County,0.7899945123096335,POINT (-82.8839362 31.3030105)
364,OK,Jackson,2.8,OKJackson County,0.791094016451432,POINT (-99.4370196 34.5976018)
365,AK,Aleutians East Borough,2.01,AKAleutians East Borough,0.8345244693738434,POINT (-162.8916892 55.0512443)
366,TX,Briscoe,3.61,TXBriscoe County,0.746564059387222,POINT (-101.1875029 34.4795161)
367,KS,Grant,2.99,KSGrant County,0.7806487139972228,POINT (-101.3067042 37.553026)
368,VA,Colonial Heights city,3.34,VAColonial Heights City,0.7614073784086254,POINT (-77.4112016 37.2555718)
369,KS,Wallace,2.04,KSWallace County,0.8328752131611455,POINT (-101.7565099 38.9073846)
370,GA,Lamar,3.39,GALamar County,0.7586586049470058,POINT (-84.1445952 33.0649401)
371,VA,Martinsville city,4.81,VAMartinsville City,0.6805937453436945,POINT (-79.8725386 36.6915262)
372,NC,Alleghany,4.02,NCAlleghany County,0.7240241982661059,POINT (-81.1340843 36.5029951)
373,VA,Warren,2.95,VAWarren County,0.7828477222808198,POINT (-78.2096656 38.9131907)
374,OK,Roger Mills,2.38,OKRoger Mills County,0.8141836165363242,POINT (-99.6898104 35.6596782)
375,AR,Perry,3.78,ARPerry County,0.7372182610748114,POINT (-92.8757514 34.9616474)
376,MT,Deer Lodge,2.52,MTDeer Lodge County,0.8064870875437345,POINT (-113.089332 46.0753795)
377,KS,Cheyenne,2.44,KSCheyenne County,0.8108851041109286,POINT (-101.7575491 39.7955799)
378,NE,Box Butte,2.45,NEBox Butte County,0.8103353520400294,POINT (-103.0700157 42.2130279)
379,NC,Richmond,5.32,NCRichmond County,0.6525563504064624,POINT (-79.7333261 35.0288383)
380,NE,Keith,1.92,NEKeith County,0.8394722445654983,POINT (-101.6862537 41.1973065)
381,TX,Crockett,4.14,TXCrockett County,0.7174271734153147,POINT (-101.3766686 30.6517377)
382,AR,Jackson,5.21,ARJackson County,0.6586036362934775,POINT (-91.196742 35.5770886)
383,TX,Sherman,2.91,TXSherman County,0.7850467305644169,POINT (-101.8858689 36.2452294)
384,GA,Upson,3.28,GAUpson County,0.764705890834021,POINT (-84.2904968 32.8641062)
385,KS,Harper,2.17,KSHarper County,0.825728423132332,POINT (-98.0835849 37.1922068)
386,GA,Telfair,6.04,GATelfair County,0.6129741750874691,POINT (-82.9339377 31.9182328)
387,TX,Wheeler,4.08,TXWheeler County,0.7207256858407103,POINT (-100.2632764 35.3921902)
388,WY,Crook,3.06,WYCrook County,0.776800449500928,POINT (-104.5816096 44.5746536)
389,NE,Morrill,2.18,NEMorrill County,0.8251786710614326,POINT (-103.0100258 41.683432)
390,TN,Hancock,4.36,TNHancock County,0.7053326016412844,POINT (-83.2459271 36.5219631)
391,TX,Upton,2.76,TXUpton County,0.793293024735029,POINT (-102.0386055 31.3720387)
392,TX,Crane,5.24,TXCrane County,0.6569543931879029,POINT (-102.5163544 31.4486118)
393,KY,Simpson,3.54,KYSimpson County,0.7504123238835169,POINT (-86.5780102 36.73518)
394,CO,Huerfano,6.47,COHuerfano County,0.5893348229316776,POINT (-105.0218531 37.7013983)
395,IA,Worth,2.75,IAWorth County,0.7938427768059283,POINT (-93.2658698 43.3696764)
396,OK,Logan,2.78,OKLogan County,0.7921935205932304,POINT (-97.4621935 35.8879493)
397,NC,Clay,4.15,NCClay County,0.7168774082372922,POINT (-83.7324509 35.0572652)
398,TN,Decatur,4.68,TNDecatur County,0.6877405353725081,POINT (-88.1083982 35.6067875)
399,MI,Schoolcraft,8.41,MISchoolcraft County,0.4826828163202349,POINT (-86.1833841 46.1902943)
400,WY,Niobrara,2.94,WYNiobrara County,0.783397474351719,POINT (-104.4565524 43.0087581)
401,NE,Nance,2.12,NENance County,0.8284771965939515,POINT (-98.002421 41.3947359)
402,NE,Hitchcock,2.5,NEHitchcock County,0.807586591685533,POINT (-101.0387468 40.1659573)
403,SC,Saluda,2.95,SCSaluda County,0.7828477222808198,POINT (-81.7468082 34.0008125)
404,TN,Sequatchie,4.3,TNSequatchie County,0.70863111406668,POINT (-85.401448 35.3594724)
405,CO,Cheyenne,1.94,COCheyenne County,0.8383727338701382,POINT (-102.6177692 38.8307233)
406,WV,Pendleton,2.63,WVPendleton County,0.8004398016567194,POINT (-79.3410138 38.6861824)
407,AK,Haines Borough,7.09,AKHaines Borough,0.5552501421074304,POINT (-135.3430573 59.0831232)
408,AK,Juneau City and Borough,2.86,AKJuneau City And Borough,0.7877955040260364,POINT (-134.419734 58.3019496)
409,TX,Reagan,3.68,TXReagan County,0.7427157817838039,POINT (-101.5295291 31.3458428)
410,NE,Sherman,2.33,NESherman County,0.8169323899979437,POINT (-98.99384 41.2206877)
411,GA,Franklin,3.27,GAFranklin County,0.7652556429049202,POINT (-83.2156575 34.3678642)
412,IA,Van Buren,2.88,IAVan Buren County,0.7866959867771146,POINT (-91.9689529 40.749202)
413,GA,Warren,3.94,GAWarren County,0.7284222148332999,POINT (-82.694643 33.4120461)
414,GA,Madison,2.97,GAMadison County,0.7817482181390213,POINT (-83.1817407 34.1307533)
415,KS,Ness,2.23,KSNess County,0.8224299107069364,POINT (-99.9586896 38.4713429)
416,GA,Berrien,3.28,GABerrien County,0.764705890834021,POINT (-83.2443709 31.2561376)
417,VA,Bath,2.52,VABath County,0.8064870875437345,POINT (-79.7350017 38.0557255)
418,GA,Macon,4.35,GAMacon County,0.705882366819307,POINT (-84.0468847 32.3421453)
419,CO,Archuleta,3.25,COArchuleta County,0.7663551470467187,POINT (-107.0842479 37.1995993)
420,MO,Ralls,2.37,MORalls County,0.8147333817143467,POINT (-91.547611 39.552012)
421,OK,Harper,2.04,OKHarper County,0.8328752131611455,POINT (-99.6710032 36.7804883)
422,TN,Lewis,3.75,TNLewis County,0.7388675172875092,POINT (-87.4950257 35.5291497)
423,GA,Ben Hill,4.52,GABen Hill County,0.6965365685068963,POINT (-83.2355879 31.7462726)
424,GA,Stewart,3.71,GAStewart County,0.7410665255711062,POINT (-84.8483149 32.0732743)
425,MO,Lewis,2.36,MOLewis County,0.815283133785246,POINT (-91.7013355 40.0902418)
426,MD,Talbot,3.48,MDTalbot County,0.7537108363089124,POINT (-76.1919824 38.7542065)
427,NE,Valley,2.25,NEValley County,0.8213304065651379,POINT (-98.9805484 41.5595723)
428,IN,Blackford,3.59,INBlackford County,0.7476635635290205,POINT (-85.3305529 40.4692826)
429,OK,Custer,2.69,OKCuster County,0.7971412892313239,POINT (-99.0092034 35.6286063)
430,GA,Wayne,3.18,GAWayne County,0.7702034115430135,POINT (-81.9131554 31.5675304)
431,IA,Davis,2.47,IADavis County,0.8092358478982309,POINT (-92.3965311 40.7474784)
432,VA,Buena Vista city,3.18,VABuena Vista City,0.7702034115430135,POINT (-79.3539292 37.7342962)
433,GA,Butts,2.85,GAButts County,0.7883452560969357,POINT (-83.9548161 33.2825083)
434,GA,Wilkes,4.22,GAWilkes County,0.7130291568481206,POINT (-82.7385978 33.7898432)
435,MN,Murray,3.42,MNMurray County,0.757009348734308,POINT (-95.7615205 44.017855)
436,IN,Ohio,2.23,INOhio County,0.8224299107069364,POINT (-84.9581728 38.9480496)
437,AR,Woodruff,3.62,ARWoodruff County,0.7460143073163228,POINT (-91.2229851 35.1714574)
438,NE,Frontier,2.21,NEFrontier County,0.8235294148487349,POINT (-100.4230266 40.5520473)
439,GA,Grady,3.09,GAGrady County,0.7751511932882301,POINT (-84.2322943 30.867067)
440,MO,Howard,2.45,MOHoward County,0.8103353520400294,POINT (-92.7181732 39.1321077)
441,GA,Banks,2.29,GABanks County,0.8191313982815408,POINT (-83.4970026 34.3378598)
442,MO,Putnam,2.37,MOPutnam County,0.8147333817143467,POINT (-92.9709709 40.4890407)
443,MN,Traverse,2.57,MNTraverse County,0.8037383271892382,POINT (-96.4215265 45.7836323)
444,OR,Curry,5.71,ORCurry County,0.631116006534268,POINT (-124.216879 42.4265426)
445,KS,Sherman,2.35,KSSherman County,0.8158328858561452,POINT (-101.7492408 39.3412127)
446,MN,Norman,3.71,MNNorman County,0.7410665255711062,POINT (-96.4625779 47.3194344)
447,ND,Dunn,1.36,NDDunn County,0.8702583867501035,POINT (-102.6112348 47.30612)
448,TX,Martin,3.21,TXMartin County,0.7685541553303158,POINT (-101.9190317 32.2675039)
449,IN,Benton,2.48,INBenton County,0.8086860958273316,POINT (-87.3235164 40.6034281)
450,KY,Todd,3.31,KYTodd County,0.7630566346213231,POINT (-87.1728185 36.8098474)
451,AR,Clark,4.73,ARClark County,0.6849917619108885,POINT (-93.198963 34.0541966)
452,ND,Renville,2.0,NDRenville County,0.8350742214447426,POINT (-101.7009103 48.6579169)
453,ND,Mercer,3.38,NDMercer County,0.7592083570179051,POINT (-101.8650031 47.3347663)
454,MT,Powder River,2.24,MTPowder River County,0.8218801586360371,POINT (-105.5982213 45.3655661)
455,WV,Tucker,3.99,WVTucker County,0.7256734544788037,POINT (-79.5607117 39.1256758)
456,MI,Baraga,7.89,MIBaraga County,0.511269950221243,POINT (-88.3876368 46.6354348)
457,IA,Ringgold,2.32,IARinggold County,0.817482142068843,POINT (-94.2547473 40.7399875)
458,TX,Aransas,5.54,TXAransas County,0.6404618048466786,POINT (-96.947708 28.1987876)
459,KS,Kiowa,2.28,KSKiowa County,0.81968115035244,POINT (-99.296556 37.5529578)
460,WI,Forest,4.93,WIForest County,0.6739967204929034,POINT (-88.806738 45.625108)
461,SC,Marlboro,6.92,SCMarlboro County,0.5645959404198411,POINT (-79.6742033 34.5810346)
462,AR,Newton,3.09,ARNewton County,0.7751511932882301,POINT (-93.2273047 35.918468)
463,MS,Amite,5.53,MSAmite County,0.6410115438104547,POINT (-90.8217568 31.1729865)
464,GA,Harris,2.81,GAHarris County,0.7905442643805327,POINT (-84.9104641 32.7251788)
465,CO,Ouray,3.15,COOuray County,0.7718526677557114,POINT (-107.7414887 38.146044)
466,VA,Gloucester,2.79,VAGloucester County,0.7916437685223312,POINT (-76.5594479 37.4452288)
467,SD,Hand,1.77,SDHand County,0.8477185321825489,POINT (-99.0053027 44.5405047)
468,NC,Scotland,6.83,NCScotland County,0.5695437221650577,POINT (-79.4903372 34.8628902)
469,KY,Mason,5.05,KYMason County,0.6673996694278657,POINT (-83.8118236 38.5755445)
470,NV,Churchill,3.72,NVChurchill County,0.740516773500207,POINT (-118.4191948 39.6136309)
471,GA,Candler,2.47,GACandler County,0.8092358478982309,POINT (-82.0930776 32.4146577)
472,GA,Heard,3.07,GAHeard County,0.7762506974300287,POINT (-85.113782 33.2786225)
473,ID,Boundary,3.94,IDBoundary County,0.7284222148332999,POINT (-116.4339511 48.7846346)
474,NM,Los Alamos,2.23,NMLos Alamos County,0.8224299107069364,POINT (-106.317166 35.8585475)
475,MO,Mercer,2.49,MOMercer County,0.8081363437564323,POINT (-93.5788706 40.4095007)
476,NC,Currituck,3.61,NCCurrituck County,0.746564059387222,POINT (-75.9118432 36.3918723)
477,GA,Twiggs,4.85,GATwiggs County,0.6783947370600973,POINT (-83.4351636 32.6467914)
478,KS,Meade,1.93,KSMeade County,0.838922492494599,POINT (-100.396302 37.2091116)
479,SD,Lyman,2.62,SDLyman County,0.800989566834742,POINT (-99.8581638 43.9176386)
480,MD,Caroline,3.17,MDCaroline County,0.7707531636139128,POINT (-75.8247398 38.8550631)
481,AR,Montgomery,5.02,ARMontgomery County,0.6690489387476868,POINT (-93.6508234 34.5218805)
482,VA,Prince George,3.54,VAPrince George County,0.7504123238835169,POINT (-77.2153144 37.1815024)
483,OK,Blaine,2.3,OKBlaine County,0.8185816462106416,POINT (-98.4225961 35.8970899)
484,TX,Winkler,4.11,TXWinkler County,0.7190764165208892,POINT (-103.0762299 31.8005913)
485,KS,Kearny,1.93,KSKearny County,0.838922492494599,POINT (-101.3523356 37.9960049)
486,MT,Musselshell,2.97,MTMusselshell County,0.7817482181390213,POINT (-108.4473635 46.4728903)
487,OK,Beckham,2.65,OKBeckham County,0.7993402975149209,POINT (-99.6946079 35.2496723)
488,TX,Clay,4.0,TXClay County,0.7251237024079044,POINT (-98.2123296 33.6856157)
489,VA,New Kent,2.45,VANew Kent County,0.8103353520400294,POINT (-76.9990453 37.4974701)
490,NM,Harding,3.66,NMHarding County,0.7438152859256024,POINT (-103.7873945 35.8996832)
491,WI,Burnett,4.85,WIBurnett County,0.6783947370600973,POINT (-92.2673161 45.8652437)
492,LA,St. Helena Parish,5.65,LASt. Helena Parish,0.6344145189596635,POINT (-90.6932182 30.8080103)
493,OK,Noble,2.23,OKNoble County,0.8224299107069364,POINT (-97.2681939 36.4129621)
494,NM,Sierra,6.29,NMSierra County,0.5992303602078644,POINT (-107.2569421 33.1165937)
495,PA,Montour,3.56,PAMontour County,0.7493128197417184,POINT (-76.6615816 41.0289528)
496,MS,Benton,5.2,MSBenton County,0.6591534014715,POINT (-89.1960486 34.8277278)
497,GA,Lumpkin,2.49,GALumpkin County,0.8081363437564323,POINT (-83.9926806 34.5546076)
498,KS,Ottawa,2.59,KSOttawa County,0.8026388230474397,POINT (-97.6568094 39.1273653)
499,MS,Yalobusha,4.26,MSYalobusha County,0.7108301223502771,POINT (-89.6991703 34.0213455)
500,VA,Nottoway,3.16,VANottoway County,0.7713029156848121,POINT (-78.0583926 37.1489448)
501,NC,Polk,3.97,NCPolk County,0.7267729586206022,POINT (-82.176176 35.2779217)
502,CO,Lincoln,2.94,COLincoln County,0.783397474351719,POINT (-103.4885462 38.9208296)
503,KS,Wabaunsee,2.52,KSWabaunsee County,0.8064870875437345,POINT (-96.1991241 38.9468399)
504,NE,Pawnee,2.25,NEPawnee County,0.8213304065651379,POINT (-96.2629022 40.1223248)
505,AR,Prairie,3.05,ARPrairie County,0.7773502015718272,POINT (-91.5751148 34.8105247)
506,UT,Rich,2.54,UTRich County,0.8053875834019361,POINT (-111.2123631 41.661286)
507,MS,Montgomery,4.45,MSMontgomery County,0.7003848461103144,POINT (-89.6182472 33.5074528)
508,TX,Coleman,4.53,TXColeman County,0.6959868033288737,POINT (-99.4461098 31.7766863)
509,OK,Choctaw,4.86,OKChoctaw County,0.6778449718820749,POINT (-95.52055 34.0246234)
510,TX,Jim Hogg,5.69,TXJim Hogg County,0.6322155106760665,POINT (-98.7047316 27.0065425)
511,GA,Hancock,5.19,GAHancock County,0.659703140435276,POINT (-82.9988137 33.259656)
512,TX,Hamilton,3.51,TXHamilton County,0.7520615800962147,POINT (-97.9715967 31.6429346)
513,IL,Richland,3.88,ILRichland County,0.7317207272586955,POINT (-88.0949352 38.7060457)
514,KY,Owen,3.48,KYOwen County,0.7537108363089124,POINT (-84.819254 38.5303187)
515,VA,Isle of Wight,2.88,VAIsle Of Wight County,0.7866959867771146,POINT (-76.7248143 36.8953677)
516,NE,Chase,1.87,NEChase County,0.8422210049199946,POINT (-101.6931758 40.5217576)
